"Oct 1, 2018","""Career platform, fascinating work, and non-political, innovative culture""",5.0,Current Employee - Technical Recruiter,"--Great culture is pervasive in each of the three teams I've worked in
--Can go to ANY team any time with a simple process, can work internationally - a great opportunity to be leveraged like a career platform for growth
--Work is fascinating depending on what team you're with
--Opportunities to improve and build new things - highly encouraged in this culture
--Most people are pretty interesting and … 
Show More","--Moves very quickly and things change on a dime
--Internal tools, especially with hiring severely hold recruitment efforts back","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Executive Assistant""",5.0,Current Employee - Anonymous Employee,Lots of opportunity to learn and grow! EAs are treated as business partners more so than assistants.,Your work/life balance can differ greatly based on the team you support.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Startup Culture - It's always Day 1""",5.0,Current Employee - Business Operations Manager,"Ability to have global impact
2-way doors
Business agility and speed
Company really lives by Leadership Principles",Culture is not for everyone. You need to be hungry and thrive in a high ambiguous work environment.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Innovation and hardwork equal Amazon""",5.0,Current Employee - Anonymous Employee,A huge canvas for your career at every level. The limits to your opportunities are your own ambition. Well known company with the resources to back it's strategies. Socially conscious and environmentally responsible.,You will work hard and be held accountable.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Operations Manager""",5.0,Current Employee - Operations Manager,"Rewarding, Interesting, Challenging, Impactful, Fast Paced","The days & hours go by very quickly, yet the work never ends 24/7","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Sep 30, 2018","""Not a bad place to work""",4.0,Current Employee - Anonymous Employee,It's a great place to work.,"Political, lots of middle managers are beyond incompetent.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 30, 2018","""Manager, Software Development""",4.0,Current Employee - Software Development Manager,"Good technical problems to solve.
Stock Price has grown well so equity grants are doing very well.","Promotion processes can be harsh on Employee's with random decisions at times.
Technical bar of employees across the company is on the downward trend.
Not the best compensation & perks. Companies like Google, Facebook and M$ provide much better compensation & employee benefits.","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 1, 2018","""Good job""",4.0,Current Employee - Anonymous Employee,Fun environment and friendly people,Some people are extremely lazy,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Reserves""",4.0,Current Employee - Anonymous Employee,Work hours at your convenience,All team leaders are not leaders some more managerial,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 1, 2018","""EHS Specialist""",4.0,Current Employee - Anonymous Employee,"Benefits, Opportunities for advancement, stock","Workload, bias managers, favoritism, pay, schedule","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Amazons way of life""",4.0,Current Employee - Outbound Problem Solver,There are great benefits working for Amazon.,It’s hard work. Many people start thinking it’s going to be an easy job and quickly realize it’s not. Which is the reason for such a high turn over rate. The pay off is worth the hard work.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Get used to it or get out""",4.0,Former Employee - Anonymous Employee,"decent pay with good benefits
good management","standing up for 10+ hours a day
long commute with traffic almost every day
each department has its own job, there are about 20% easy ones and the other 80% are the ones people quit from","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 30, 2018","""hhh""",5.0,Current Employee - Sds,"Great place to work
Excellent culture",Nothing to mention for now,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 30, 2018","""The greatest place in the universe to work.""",5.0,Current Employee - Reliability Maintenance Technician III,"Growth, expansion, upward mobility, incredible opportunities, work anywhere in the world, and the most money I have ever made as an industrial maintenance technician.",I work one weekend day per week.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 30, 2018","""Great Company""",5.0,Former Employee - Anonymous Employee,"Easy job, part time 4-5 hrs at Sort Center",Nothing bad to say about company. My time there was great,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Sep 22, 2018","""Amazon Fulfillment Center""",5.0,Current Employee - Human Resources Assistant,"Great Company Benefits
Competitive Pay
Associates Voice Matters
Ample Opportunity for Career Growth
Stocks on Day 1",None that I can think of at the most possibly long hours.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 30, 2018","""Sure""",4.0,Current Employee - Retail Experience Consultant,I enjoy working here it's fun.,It's ok but I feel like I can't advance,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 30, 2018","""Great place to learn""",4.0,Current Employee - SDEII,Great place to learn for new graduates.,The company is too large to keep a standard culture and bar. The bars and cultures are different from team to team.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Good company""",5.0,Current Employee - Anonymous Employee,Best company to work for,Not found any so far,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 29, 2018","""Amazon is a lot of fun with great benefits and alot of opportunity. Everyone is usually happy and helpful.""",5.0,Current Employee - Stower,The benefits are great and great family /work balance,The building is huge and sometimes tough to walk so much through the day.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 29, 2018","""Amazon SDE Intern""",5.0,Former Employee - Anonymous Employee,Great work environment and coworkers!,I wish I could've been there longer!,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Ambassador""",4.0,Current Employee - Logistic Ambassador Associate,"RTS Shift 5-10 PM is the most chill shift I have ever worked. So much better than the night time shift. Don't work night time if you can!

I love my bosses and my co workers. They are easy going!","Same thing almost everyday
Lots of walking!!! Good shoes are required!","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 29, 2018","""Overall good""",4.0,Current Employee - Software Development Engineer,Lots of opportunity. Easy to transfer between teams.,PrimeDay and Black Friday will be tough if you work for retail,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Good job""",5.0,Current Employee - Anonymous Employee,"Pretty easy job, self explanatory.",Can get really hot upstairs,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Great""",5.0,Current Employee - Anonymous Employee,Schedule people time pay and hire.,Heavy too heavy hurt back heavy.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Sep 28, 2018","""All in all, 90% great with a 10% chance of falling under poor leadership (stats not accurate to scale).""",5.0,Current Employee - Anonymous Employee,"As with most companies, it's the people you work with that make all the difference. With the exception of a few bad apples, working here is great! The culture at AWS is fantastic for moderate to over achievers, and opportunities to grow are moderately available. People are a pleasure to be around.",Felt some shifts in the criteria of the position and some poor leadership choices/leadership in general can make things difficult for those with a positive attitude. There are a few bad apples that have no business in leadership positions.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 28, 2018","""Great company to work for""",5.0,Former Employee - Anonymous Employee,Flexible hours and they worked with your hours,Weekends and holidays were a must,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 28, 2018","""review""",5.0,Current Employee - Anonymous Employee,great resources to learn from,"reorg happens to often, change manager to ofter","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Work from home with amazon""",5.0,Current Employee - Laundry Attendant,amazon wants to pay you,Working from home with amazon,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 28, 2018","""Great Company""",5.0,Current Employee - Onsite Medical Representative,"Team environment, great management, self reliant, competitive pay.",Hard to grow within the company as an Onsite Medical Representative. No direct paths besides a lateral transfer to safety specialist for same pay rate.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Picker/Packer""",5.0,Current Employee - Anonymous Employee,The money is good here,You need to work fast,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 23, 2018","""Great place to work and learn""",5.0,Current Employee - Senior Product Manager,"Strongly culture-driven company
Tons of opportunities to learn and grow
Really smart, talented and driven co-workers
Stock is sky rocketing, and for good reasons",Work can get stressful at times,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""General warehouse associate""",4.0,Current Employee - Anonymous Employee,"Benefits, pay, time off, leaves, stocks","Long work hours, usually 4 days in a row, peak (mto)","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""I recommend""",4.0,Current Employee - Anonymous Employee,Environment is very energetic with positive vibes,Hours are limited to 29 a week.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""Review""",4.0,Current Employee - Senior Business Intelligence Engineer,"Many opportunities to try things, great access to data if that’s your thing.","You can get a bad egg of a manager, and there aren’t always appropriate protections in place.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Sep 28, 2018","""Fraud Analyst""",4.0,Former Employee - Anonymous Employee,"The name adds to your resume, Kind of Work you do everyday,Pay","Worklife balance, Growth, saturation, Work Pressure","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 26, 2018","""a company that cares""",5.0,Former Employee - Anonymous Employee,they are always concerned about your safety. Had training videos before I even got in their vans,very physical large workloads long hours,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 27, 2018","""Picking Associate""",4.0,Former Employee - Outbound Order Picker,"It's laid back. Managers aren't looking over your shoulder. You clock in, have a 3-5 minute start-up meeting and then you're left alone to work. You shouldn't have any problems making your numbers if you work at a steady pace. And let's face it, Amazon continues to stay ahead of the competition. Amazon is a great company to move up in and the opportunities are there.",Pay is regional. I was making $2 more up North than down south to start.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 26, 2018","""Amazon work from home""",5.0,Former Employee - Anonymous Employee,"Good pay, ability to sign up for time off in 30 minute increments in case of emergency or sickness",Hard to get help sometimes,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 26, 2018","""Software Engineer""",5.0,Current Employee - Anonymous Employee,Best place to work,Management of the company as not as other companies like Google and Microsoft,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 25, 2018","""Amazing opportunities and innovative products""",4.0,Current Employee - Software Quality Assurance Engineer,"I really love the technologies and the products that the company is coming up with. There is lot of room for growth and learning technology-wise. Great leadership principles, where customers are always valued so much and it shows in every product we develop. Love the office-space and the facilities here.",Work life balance could be better and the company should be a little more employee-centric.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 26, 2018","""Senior Database Engineer""",4.0,Current Employee - Anonymous Employee,Growing rapidly; Lots of opportunities,Frugal to employees: Pay as less as possible,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 26, 2018","""Account Manager""",4.0,Former Employee - Anonymous Employee,Gain a ton of information on shopping behavior and digital advertising.,Very fast paced. Management doesn't communicate changes well and many have minimal knowledge about the day to day responsibilities for the role they are managing.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 26, 2018","""Area Manager Intern""",4.0,Former Employee - Anonymous Employee,"Upbeat employees, fast paced",Lack of communication within the company,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 26, 2018","""Electrical engineer""",4.0,Former Employee - Anonymous Employee,Nice place to work and learned a lot.,Too much work and not enough peoples.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Sep 25, 2018","""Amazing Executive Assistant Experience""",5.0,Former Employee - Executive Assistant,"This was by far my favorite job I ever had. I only left because I couldn't take the commute, and that's Seattle's fault, not Amazon. I felt like a valued member of my team, I was trusted to work autonomously, and set my own schedule, as long as the job got done. You're surrounded by some of the most ambitious and smartest people in the world, and everyone is working toward the same goal. I left on great terms, and … 
Show More","Listening to developers, who wander in sometime around 11 or 12, complain about how late they have to work, like almost to 8 o'clock! That's eight hours, you privileged snots. That's really the biggest con. You're surrounded by people who've never worked a service job in their life, thinking that they're sooooooooo oppressed because they don't get free food. And there is the occasional dog owner who like having a … 
Show More","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 25, 2018","""Network Engineer""",5.0,Current Employee - Anonymous Employee,"Good work environment
Lot of opportunities to learn","Poor work life balance
Less benefits","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 25, 2018","""Excellent benefits lots of time off""",5.0,Current Employee - Anonymous Employee,Great benefits lots of time off,Very hard physical work non stop,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 25, 2018","""Area Manager""",5.0,Former Employee - Anonymous Employee,The pay is great and the culture is awesome,Turn over rate is extremely high,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 21, 2018","""Prime Now Associate""",5.0,Current Employee - Prime Now Associate,"The flexibility in schedule, friendly environment, and lots of exercise.",I have no comments on this.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 24, 2018","""Amazon Ambassador""",4.0,Current Employee - Anonymous Employee,"Less manual work
More of a teacher","No difference in pay
Easy to get stuck","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 25, 2018","""Catalog associate""",4.0,Current Employee - Anonymous Employee,"Balanced hours
Fair pay
Co workers are supportive
Outings","Few managers micromanage
Traffic is bad to reach office","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 25, 2018","""Amazon Warehouse""",4.0,Former Employee - Water Spider,"Fast paced, Good pay, friendly, Good referrence","Occasional system outages, slow time of season.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 23, 2018","""Most rewarding experience if you buy into the culture""",5.0,Current Employee - Principal Solutions Architect,"I am an Amazonian and love it. I’ve learned more in 3 years here than I did in my previous 10 and am doing big things. Working at Amazon, you make customers happy, have full ownership over the initiative that you’re working, and a lot of resources and support to back you up. Work for Amazon if you want to do big things","The culture at Amazon can be consuming. Most of us love what we do so it can be very intensely obsessive, so it can be a challenge to balance this with life outside work; but certainly can be done if you prioritize well and can have the backbone to say no","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 24, 2018","""Amazon - Work Autonomously & Own Your Success""",5.0,Current Employee - Senior Sales Manager,Fast-paced. Flat organization with high autonomy. Ability to start and contribute to exciting and high-impact projects. Results-oriented. Test and Learn Environment. Innovative. High-Caliber colleagues. Not particularly political.,"Day 1 (ish) - Amazon has gotten big enough that bureaucracy can be frustrating. It now takes longer to get things done than it used to.
Autonomous culture means your employment experience is highly dependent on your Direct Manager & General Manager.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Sep 24, 2018","""Endless Opportunities""",5.0,Current Employee - Senior Manager,Amazon is a company where invention is continuously encouraged and career growth opportunity is endless.,Along with career growth potential comes challenges associated with a high pace growth company.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 24, 2018","""Leadership principles and Self Service culture""",5.0,Current Employee - Solutions Architect,"Amazon, is one of the few companies that walk the talk. The 14 leadership principles are key to your career at Amazon. I have been here only for a few months. But I have seen plenty of opportunities for learning and growth. If you are a go getter and believe in the leadership principles, the sky is the limit for growth. As a solutions architect, my job is very challenging (which I love), you get 100% job … 
Show More","Amazon, unlike a lot of companies is peculiar. They have a self-service culture. Don't expect for an IT guy to parachute in when you have a problem. You read a wiki or some other documentation to figure out the problem and fix it yourself. This is not a con for me. But I have seen quite a few new hires struggle in the beginning.

401k matching a bit lower than other companies.

Be prepared to learn and … 
Show More","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Sep 24, 2018","""AWS Tech Writer - No place I'd rather be""",5.0,Current Employee - Senior Technical Writer,"The pros to working at Amazon Web Services are that you:
* Feel like you can make a difference for customers
* OWN your deliverables and are encouraged to question whether a feature is best for the customer
* Work with brilliant, driven, customer-centric people
* Have the ability to work from home regularly
* Generally work about 40-45 hours/week, even on salary (some exceptions, like re:Invent)
* … 





Show More","* You don't have a cubical. You have a desk and a rolling cart with a dozen other people in a cubical. Invest in some good headphones.
* Seattle is expensive and the locals hate Amazon for driving up rent prices
* Sales tax is 10.9%
* Commute is terrible if you live outside of downtown or SLU. The city raised sales tax to pay for more buses a couple of years ago, and are now cutting routes. Amazon does buy … 






Show More","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 24, 2018","""Land of Opportunity""",5.0,Current Employee - Project Manager,"Large company with many opportunities to explore your interests. You have the freedom to pursue projects you identify as long as you communicate your plans to management. The workforce is very diverse, which leads to a great pool of talent to learn from.","No tuition reimbursement program outside of the fulfillment centers. Only get six paid holidays in the US. Outside of Seattle, employees don't get paid sick leave, it's deducted from PTO.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
